Conf,G_x,GS,MP_x,FG,FGA,FG%_x,2P,2PA,2P%,3P,3PA,3P%_x,FT,FTA,FT%_x,ORB,DRB,TRB_x,AST_x,STL,BLK,TOV,PF,PTS_x,SOS,Years Played,Player,Rk,Pk,Tm,College,Yrs,G_y,MP_y,PTS_y,TRB_y,AST_y,FG%_y,3P%_y,FT%_y,MP.1,PTS.1,TRB.1,AST.1,WS,WS/48,BPM,VORP,Year
Big East,106.0,69.0,29.6,3.7,7.2,0.508,3.3,6.4,0.525,0.3,0.9,0.383,4.3,5.6,0.773,2.3,3.1,5.5,1.7,1.1,0.5,1.0,1.7,12.0,8.21,4,Jimmy Butler,30,30,CHI,Marquette,12.0,719.0,23870.0,12857.0,3848.0,2992.0,0.462,0.321,0.841,33.2,17.9,5.4,4.2,98.7,0.198,4.8,40.8,2011
A10,137.0,96.0,22.9,3.9,8.1,0.483,2.6,4.7,0.557,1.3,3.4,0.382,1.5,2.1,0.711,1.4,3.3,4.8,0.7,0.6,0.8,1.3,2.2,10.6,2.46,5,Justin Harper,32,32,CLE,Richmond,3.0,22.0,150.0,45.0,18.0,4.0,0.34,0.276,0.333,6.8,2.0,0.8,0.2,-0.3,-0.093,-8.7,-0.2,2011
ACC,148.0,147.0,33.0,5.5,12.7,0.433,3.7,7.7,0.479,1.8,5.0,0.363,3.4,4.3,0.773,2.4,4.4,6.9,2.0,1.1,0.7,2.1,2.6,16.2,8.97,5,Kyle Singler,33,33,DET,Duke,6.0,356.0,7794.0,2326.0,1026.0,272.0,0.418,0.362,0.786,21.9,6.5,2.9,0.8,10.0,0.062,-2.5,-0.9,2011
Big East,108.0,107.0,31.2,4.8,11.4,0.419,2.8,5.8,0.48,2.0,5.6,0.357,2.6,3.4,0.755,0.8,3.4,4.2,3.3,1.1,0.1,2.2,1.9,14.1,4.05,4,Shelvin Mack,34,34,WAS,Butler,8.0,456.0,8392.0,2997.0,894.0,1421.0,0.423,0.33,0.731,18.4,6.6,2.0,3.1,10.3,0.059,-1.9,0.1,2011
Pac 12,59.0,51.0,31.7,3.6,8.4,0.431,2.5,5.3,0.473,1.1,3.1,0.359,2.0,2.9,0.684,1.7,5.2,6.9,2.8,1.2,1.7,2.8,1.9,10.3,7.9,3,Tyler Honeycutt,35,35,SAC,UCLA,2.0,24.0,120.0,28.0,24.0,9.0,0.314,0.2,0.714,5.0,1.2,1.0,0.4,-0.1,-0.049,-5.1,-0.1,2011
Big 10,66.0,64.0,28.6,5.1,9.7,0.528,5.1,9.7,0.528,0.0,0.0,,3.0,5.3,0.559,3.3,6.9,10.2,0.4,0.7,1.2,1.3,2.6,13.2,6.85,3,Jordan Williams,36,36,NJN,Maryland,1.0,43.0,635.0,197.0,156.0,11.0,0.507,,0.652,14.8,4.6,3.6,0.3,1.3,0.101,-2.1,0.0,2011
SEC,89.0,81.0,29.5,6.0,12.8,0.469,5.1,10.3,0.496,0.9,2.5,0.357,2.8,3.8,0.729,2.0,5.8,7.8,1.4,1.0,1.3,2.6,2.2,15.7,6.56,4,Trey Thompkins,37,37,LAC,Georgia,1.0,24.0,119.0,57.0,24.0,3.0,0.393,0.308,0.714,5.0,2.4,1.0,0.1,0.0,0.004,-5.7,-0.1,2011
SEC,142.0,81.0,27.9,3.7,7.8,0.477,2.6,4.6,0.575,1.1,3.2,0.337,1.7,2.8,0.611,1.9,4.1,6.0,2.4,0.9,0.3,1.6,2.0,10.2,5.9,5,Chandler Parsons,38,38,HOU,Florida,9.0,440.0,13246.0,5571.0,1972.0,1201.0,0.462,0.373,0.713,30.1,12.7,4.5,2.7,28.9,0.105,1.1,10.2,2011
Big 10,123.0,68.0,22.8,4.2,8.7,0.482,3.4,6.5,0.521,0.8,2.2,0.368,2.0,2.7,0.723,1.3,3.2,4.5,1.1,0.4,0.7,1.2,1.6,11.2,8.06,5,Jon Leuer,40,40,MIL,Wisconsin,8.0,377.0,5945.0,2395.0,1426.0,301.0,0.484,0.328,0.767,15.8,6.4,3.8,0.8,13.2,0.107,-0.7,2.0,2011
Big 10,67.0,53.0,29.8,3.8,8.0,0.469,3.4,6.5,0.528,0.3,1.5,0.223,2.0,2.9,0.695,0.7,2.3,2.9,4.8,0.8,0.1,2.3,2.0,9.9,10.03,3,Darius Morris,41,41,LAL,Michigan,4.0,132.0,1464.0,430.0,126.0,189.0,0.384,0.322,0.63,11.1,3.3,1.0,1.4,-0.3,-0.01,-5.1,-1.2,2011
Pac 12,94.0,65.0,26.7,3.3,7.5,0.441,2.6,4.8,0.533,0.8,2.7,0.278,2.3,3.2,0.717,0.8,2.2,3.0,2.0,0.8,0.2,1.7,2.0,9.7,7.66,4,Malcolm Lee,43,43,CHI,UCLA,3.0,36.0,534.0,140.0,65.0,51.0,0.382,0.294,0.703,14.8,3.9,1.8,1.4,0.4,0.04,-2.5,-0.1,2011
CAA,128.0,128.0,35.9,6.6,14.5,0.456,5.2,10.8,0.482,1.4,3.7,0.382,5.0,6.2,0.811,1.0,3.3,4.3,3.8,1.7,0.6,3.0,2.5,19.6,-1.45,5,Charles Jenkins,44,44,GSW,Hofstra,2.0,110.0,1334.0,408.0,100.0,214.0,0.434,0.182,0.754,12.1,3.7,0.9,1.9,0.5,0.017,-4.5,-0.8,2011
SEC,94.0,40.0,15.8,2.0,3.6,0.549,1.9,3.3,0.571,0.1,0.3,0.31,0.6,1.0,0.649,1.9,2.8,4.7,0.4,0.5,0.9,0.6,1.4,4.7,6.85,4,Josh Harrellson,45,45,NOH,Kentucky,3.0,75.0,888.0,265.0,227.0,26.0,0.438,0.347,0.629,11.8,3.5,3.0,0.3,2.1,0.116,-0.4,0.4,2011
CAA,140.0,124.0,32.8,6.8,14.9,0.457,4.0,8.1,0.494,2.8,6.8,0.413,1.9,2.2,0.838,0.6,2.7,3.3,3.0,0.9,0.3,2.2,1.5,18.4,-2.92,5,Andrew Goudelock,46,46,LAL,College of Charleston,3.0,49.0,475.0,197.0,34.0,24.0,0.393,0.345,0.875,9.7,4.0,0.7,0.5,0.0,0.003,-5.0,-0.3,2011
SEC,90.0,68.0,26.1,4.6,9.6,0.482,4.4,9.0,0.492,0.2,0.6,0.333,2.7,3.7,0.743,2.7,3.4,6.1,2.1,1.1,0.7,2.0,1.8,12.2,6.56,4,Travis Leslie,47,47,LAC,Georgia,1.0,10.0,45.0,14.0,9.0,5.0,0.357,,0.444,4.5,1.4,0.9,0.5,0.1,0.06,-0.3,0.0,2011
Horizon,135.0,126.0,26.8,5.1,9.1,0.558,5.0,8.9,0.562,0.1,0.2,0.379,3.9,5.7,0.679,2.5,5.7,8.2,0.7,0.5,2.7,1.4,2.8,14.1,-1.32,5,Keith Benson,48,48,ATL,Oakland,1.0,3.0,9.0,0.0,3.0,0.0,0.0,,,3.0,0.0,1.0,0.0,0.0,-0.005,-7.7,0.0,2011
Big 12,26.0,11.0,20.4,2.8,7.4,0.373,1.5,3.8,0.384,1.3,3.6,0.362,1.1,1.4,0.757,0.4,1.8,2.2,2.2,0.8,0.0,2.0,1.7,7.9,7.62,2,Josh Selby,49,49,MEM,Kansas,2.0,38.0,296.0,83.0,20.0,34.0,0.33,0.143,0.72,7.8,2.2,0.5,0.9,-0.7,-0.113,-9.5,-0.6,2011
AAC,135.0,130.0,32.2,4.4,8.2,0.534,4.2,7.7,0.549,0.1,0.5,0.288,1.6,2.4,0.671,3.0,5.5,8.5,2.1,0.5,1.6,1.4,2.5,10.5,4.24,5,Lavoy Allen,50,50,PHI,Temple,6.0,388.0,6905.0,1847.0,1843.0,384.0,0.471,0.133,0.682,17.8,4.8,4.8,1.0,13.8,0.096,-2.1,-0.1,2011
Big 10,144.0,114.0,32.6,3.3,7.7,0.427,0.7,1.5,0.474,2.6,6.3,0.416,1.5,1.8,0.821,0.3,2.5,2.8,1.9,1.0,0.2,1.2,1.3,10.7,7.99,5,Jon Diebler,51,51,POR,Ohio State,,,,,,,,,,,,,,,,,,2011
SEC,136.0,69.0,18.4,3.2,5.3,0.61,3.2,5.3,0.611,0.0,0.0,0.0,0.8,1.9,0.455,1.6,2.1,3.7,0.7,0.3,0.6,1.1,1.9,7.3,7.86,8,Vernon Macklin,52,52,DET,Florida,1.0,23.0,135.0,46.0,34.0,5.0,0.543,,0.571,5.9,2.0,1.5,0.2,0.5,0.161,1.2,0.1,2011
SEC,100.0,29.0,21.9,1.9,4.8,0.407,1.3,2.9,0.455,0.6,1.9,0.332,1.3,2.0,0.643,0.5,2.5,3.0,2.1,0.9,0.5,1.5,1.9,5.8,6.85,4,DeAndre Liggins,53,53,ORL,Kentucky,5.0,177.0,1907.0,346.0,252.0,122.0,0.402,0.352,0.549,10.8,2.0,1.4,0.7,1.6,0.04,-2.2,-0.1,2011
Big 10,140.0,135.0,32.3,5.6,12.7,0.44,3.8,8.1,0.473,1.7,4.6,0.38,2.4,3.3,0.729,1.1,3.3,4.4,2.9,1.2,0.4,2.1,2.3,15.3,7.64,5,E'Twaun Moore,55,55,BOS,Purdue,10.0,598.0,12564.0,4743.0,1208.0,1055.0,0.455,0.388,0.742,21.0,7.9,2.0,1.8,14.8,0.057,-1.9,0.2,2011
Pac 12,105.0,104.0,30.4,5.3,12.4,0.426,3.7,7.6,0.49,1.6,4.8,0.325,4.3,6.0,0.713,0.7,2.8,3.5,4.0,1.2,0.1,2.7,2.0,16.4,7.81,4,Isaiah Thomas,60,60,SAC,Washington,11.0,550.0,15563.0,9715.0,1321.0,2638.0,0.434,0.362,0.872,28.3,17.7,2.4,4.8,45.3,0.14,2.1,16.1,2011
SEC,40.0,40.0,32.0,5.3,8.4,0.623,5.2,7.9,0.653,0.1,0.5,0.15,3.6,5.1,0.709,3.0,7.4,10.4,1.3,1.4,4.7,1.0,2.0,14.2,7.93,2,Anthony Davis,1,1,NOH,Kentucky,11.0,629.0,21641.0,15075.0,6465.0,1480.0,0.518,0.303,0.795,34.4,24.0,10.3,2.4,96.2,0.213,6.1,44.4,2012
SEC,40.0,39.0,31.1,4.0,8.2,0.491,3.7,6.9,0.535,0.3,1.3,0.255,3.6,4.8,0.745,2.6,4.9,7.4,1.9,1.0,0.9,2.2,2.4,11.9,7.93,2,Michael Kidd-Gilchrist,2,2,CHA,Kentucky,8.0,446.0,10978.0,3750.0,2420.0,515.0,0.474,0.272,0.715,24.6,8.4,5.4,1.2,21.0,0.092,-1.8,0.6,2012
SEC,37.0,37.0,34.2,4.7,10.6,0.445,3.0,5.6,0.541,1.7,5.0,0.339,3.6,4.7,0.769,1.4,5.4,6.7,2.2,1.4,0.8,2.1,2.1,14.8,7.33,2,Bradley Beal,3,3,WAS,Florida,11.0,669.0,23224.0,14780.0,2724.0,2825.0,0.458,0.371,0.823,34.7,22.1,4.1,4.2,51.0,0.105,1.8,22.0,2012
ACC,71.0,0.0,20.4,3.5,7.7,0.453,2.5,4.9,0.513,1.0,2.8,0.348,1.8,2.3,0.753,0.4,1.5,1.9,2.0,1.5,0.2,1.1,1.6,9.7,8.4,3,Dion Waiters,4,4,CLE,Syracuse,8.0,419.0,11835.0,5505.0,1108.0,1163.0,0.412,0.346,0.694,28.2,13.1,2.6,2.8,8.8,0.036,-2.1,-0.4,2012
Big 12,105.0,42.0,18.7,3.8,7.2,0.525,3.7,7.0,0.525,0.1,0.1,0.5,2.2,3.6,0.606,2.1,5.2,7.3,1.0,0.6,0.7,1.6,2.1,9.8,8.6,4,Thomas Robinson,5,5,SAC,Kansas,5.0,313.0,4204.0,1528.0,1507.0,190.0,0.47,0.0,0.505,13.4,4.9,4.8,0.6,4.6,0.053,-3.5,-1.6,2012
Big Sky,104.0,98.0,32.3,5.6,12.6,0.446,3.3,6.5,0.497,2.4,6.1,0.39,5.0,5.8,0.867,0.4,3.9,4.3,3.5,1.2,0.2,2.4,2.1,18.6,-2.21,5,Damian Lillard,6,6,POR,Weber State,11.0,740.0,26874.0,18328.0,3089.0,4929.0,0.437,0.372,0.892,36.3,24.8,4.2,6.7,97.8,0.175,4.7,45.6,2012
ACC,75.0,73.0,29.3,5.8,13.6,0.43,4.3,9.1,0.469,1.5,4.4,0.349,3.1,4.3,0.734,2.0,3.5,5.5,1.3,0.9,0.4,1.9,1.9,16.3,8.61,3,Harrison Barnes,7,7,GSW,UNC,11.0,787.0,25036.0,11148.0,4019.0,1443.0,0.455,0.377,0.805,31.8,14.2,5.1,1.8,47.9,0.092,-0.8,7.6,2012
Pac 12,69.0,39.0,24.4,4.6,10.1,0.453,2.9,5.5,0.528,1.7,4.6,0.364,1.4,1.8,0.764,1.1,3.5,4.7,1.2,0.9,0.7,1.4,2.4,12.3,6.51,3,Terrence Ross,8,8,TOR,Washington,11.0,708.0,17478.0,7828.0,1987.0,890.0,0.418,0.362,0.837,24.7,11.1,2.8,1.3,23.8,0.065,-1.0,4.3,2012
Big East,34.0,30.0,28.4,4.6,8.6,0.538,4.6,8.5,0.541,0.0,0.1,0.0,0.8,2.6,0.295,3.4,4.2,7.6,0.4,0.8,2.7,1.5,2.2,10.0,8.07,2,Andre Drummond,9,9,DET,UConn,11.0,752.0,21729.0,10148.0,9750.0,1026.0,0.541,0.129,0.474,28.9,13.5,13.0,1.4,69.2,0.153,1.3,17.9,2012
ACC,34.0,33.0,33.2,5.1,11.8,0.433,3.4,7.1,0.477,1.7,4.7,0.365,3.6,5.4,0.658,0.6,2.8,3.4,2.1,1.0,0.0,2.3,2.2,15.5,8.4,2,Austin Rivers,10,10,NOH,Duke,11.0,687.0,16501.0,5914.0,1413.0,1486.0,0.419,0.35,0.654,24.0,8.6,2.1,2.2,14.8,0.043,-3.1,-4.3,2012
Big 10,65.0,30.0,19.8,3.0,5.4,0.567,3.0,5.2,0.585,0.0,0.2,0.083,1.6,2.2,0.729,1.3,3.4,4.7,0.7,0.3,1.1,1.4,2.2,7.7,9.55,3,Meyers Leonard,11,11,POR,Illinois,9.0,447.0,7158.0,2502.0,1737.0,395.0,0.482,0.39,0.809,16.0,5.6,3.9,0.9,15.5,0.104,-1.4,1.1,2012
Big East,75.0,74.0,32.1,5.3,11.0,0.482,3.8,6.6,0.573,1.6,4.5,0.348,1.9,2.4,0.806,1.1,3.6,4.7,1.7,1.0,0.6,1.6,1.6,14.1,9.25,3,Jeremy Lamb,12,12,HOU,UConn,10.0,573.0,11896.0,5805.0,2073.0,904.0,0.439,0.342,0.857,20.8,10.1,3.6,1.6,26.8,0.108,0.6,7.9,2012
ACC,73.0,55.0,28.8,2.5,5.6,0.446,1.8,3.8,0.484,0.7,1.8,0.366,1.5,2.2,0.693,0.2,2.2,2.3,8.0,1.1,0.1,2.6,1.5,7.2,8.61,3,Kendall Marshall,13,13,PHO,UNC,4.0,160.0,3083.0,802.0,253.0,779.0,0.399,0.37,0.611,19.3,5.0,1.6,4.9,1.0,0.015,-3.5,-1.1,2012
ACC,109.0,82.0,23.8,4.4,8.8,0.497,4.3,8.5,0.505,0.0,0.2,0.208,1.6,3.2,0.484,2.5,5.7,8.1,1.0,0.6,2.5,1.5,1.5,10.3,9.02,4,John Henson,14,14,MIL,UNC,8.0,445.0,8752.0,3383.0,2368.0,496.0,0.54,0.25,0.568,19.7,7.6,5.3,1.1,20.7,0.113,-0.5,3.4,2012
Big East,32.0,32.0,36.1,6.0,13.3,0.452,5.5,10.9,0.506,0.5,2.5,0.215,2.9,4.3,0.676,2.8,5.9,8.6,1.5,1.6,1.4,2.5,2.3,15.5,6.98,2,Maurice Harkless,15,15,PHI,St. John's,10.0,621.0,14019.0,4259.0,2198.0,572.0,0.474,0.32,0.624,22.6,6.9,3.5,0.9,23.0,0.079,-0.8,4.1,2012
Big 12,34.0,33.0,31.5,5.1,9.6,0.534,5.0,9.3,0.541,0.1,0.4,0.333,3.0,6.0,0.498,2.5,6.8,9.3,5.0,1.2,0.9,3.8,2.6,13.4,7.32,2,Royce White,16,16,HOU,Iowa State,1.0,3.0,9.0,0.0,0.0,0.0,0.0,,,3.0,0.0,0.0,0.0,0.0,-0.121,-16.9,0.0,2012
ACC,117.0,75.0,23.0,4.7,8.6,0.543,4.7,8.6,0.544,0.0,0.0,0.0,3.5,4.5,0.775,2.7,4.0,6.7,0.6,0.7,1.1,1.4,2.3,12.8,8.85,5,Tyler Zeller,17,17,DAL,UNC,8.0,414.0,7254.0,2873.0,1820.0,367.0,0.508,0.286,0.764,17.5,6.9,4.4,0.9,17.1,0.113,-2.0,0.0,2012
SEC,76.0,69.0,30.4,5.0,10.8,0.467,4.5,9.1,0.493,0.6,1.7,0.328,3.4,5.3,0.638,2.5,5.5,8.0,1.5,1.2,1.8,1.8,2.4,14.0,8.42,3,Terrence Jones,18,18,HOU,Kentucky,6.0,234.0,5562.0,2431.0,1334.0,238.0,0.501,0.297,0.621,23.8,10.4,5.7,1.0,14.7,0.127,0.5,3.6,2012
A10,123.0,118.0,29.9,6.6,11.4,0.575,6.3,10.8,0.586,0.2,0.6,0.377,3.7,5.1,0.72,2.2,5.0,7.2,0.7,0.5,2.0,2.4,3.0,17.1,1.35,5,Andrew Nicholson,19,19,ORL,St. Bonaventure,5.0,285.0,4080.0,1700.0,857.0,126.0,0.467,0.321,0.773,14.3,6.0,3.0,0.4,3.8,0.045,-3.6,-1.6,2012
Big 10,74.0,72.0,31.0,6.1,11.5,0.53,5.8,10.8,0.541,0.3,0.7,0.365,4.9,6.7,0.733,3.3,6.4,9.7,1.2,1.1,0.8,1.8,2.7,17.3,8.73,3,Jared Sullinger,21,21,BOS,Ohio State,5.0,269.0,6532.0,2893.0,2006.0,477.0,0.436,0.272,0.723,24.3,10.8,7.5,1.8,15.3,0.113,-0.4,2.7,2012
ACC,63.0,54.0,17.3,2.1,3.6,0.576,2.1,3.6,0.576,0.0,0.0,,0.7,1.3,0.553,1.6,2.2,3.8,0.5,0.4,1.8,1.1,2.3,4.9,8.4,3,Fab Melo,22,22,BOS,Syracuse,1.0,6.0,36.0,7.0,3.0,0.0,0.5,,0.25,6.0,1.2,0.5,0.0,0.0,0.021,-7.6,-0.1,2012
SEC,98.0,74.0,30.6,5.3,11.2,0.468,2.1,4.1,0.521,3.1,7.1,0.438,3.3,3.8,0.856,0.4,2.3,2.7,1.1,0.7,0.3,1.3,1.2,16.9,7.59,4,John Jenkins,23,23,ATL,Vanderbilt,6.0,171.0,2183.0,855.0,250.0,138.0,0.441,0.367,0.847,12.8,5.0,1.5,0.8,3.0,0.065,-1.9,0.1,2012
Pac 12,98.0,83.0,27.9,3.9,8.5,0.455,3.0,6.0,0.501,0.9,2.5,0.344,4.4,5.8,0.754,0.9,2.1,3.0,2.0,2.2,0.2,2.6,2.5,13.0,4.73,4,Jared Cunningham,24,24,CLE,Oregon State,4.0,84.0,605.0,197.0,56.0,39.0,0.347,0.306,0.674,7.2,2.3,0.7,0.5,0.2,0.017,-5.7,-0.6,2012
Pac 12,35.0,27.0,30.3,5.7,12.8,0.443,5.4,11.2,0.483,0.3,1.6,0.161,4.4,7.5,0.583,2.3,2.7,5.0,3.7,1.9,0.4,3.8,2.7,16.0,5.27,2,Tony Wroten,25,25,MEM,Washington,4.0,145.0,3076.0,1604.0,363.0,437.0,0.413,0.231,0.647,21.2,11.1,2.5,3.0,-1.3,-0.021,-3.4,-1.1,2012
ACC,135.0,58.0,15.8,1.9,3.5,0.557,1.9,3.5,0.557,0.0,0.0,1.0,0.9,1.5,0.625,1.8,3.0,4.8,0.3,0.5,0.6,1.0,2.3,4.8,8.75,5,Miles Plumlee,26,26,IND,Duke,7.0,346.0,5658.0,1697.0,1562.0,178.0,0.542,,0.543,16.4,4.9,4.5,0.5,10.6,0.09,-1.9,0.2,2012
SEC,100.0,97.0,30.2,4.4,8.6,0.511,4.1,7.7,0.539,0.3,1.0,0.289,2.3,3.4,0.676,3.0,5.4,8.4,1.0,1.0,0.9,2.1,2.4,11.4,3.34,7,Arnett Moultrie,27,27,MIA,Mississippi State,2.0,59.0,729.0,210.0,180.0,12.0,0.547,,0.667,12.4,3.6,3.1,0.2,1.7,0.113,-2.8,-0.1,2012
Big 12,63.0,62.0,32.2,5.5,10.5,0.522,5.3,9.8,0.539,0.2,0.7,0.279,2.6,3.8,0.678,2.7,4.7,7.4,1.2,0.7,0.7,2.0,2.3,13.7,6.41,3,Perry Jones,28,28,OKC,Baylor,3.0,143.0,1675.0,488.0,252.0,54.0,0.42,0.293,0.66,11.7,3.4,1.8,0.4,1.7,0.048,-3.5,-0.6,2012
SEC,40.0,40.0,32.6,3.6,8.8,0.412,3.0,6.8,0.438,0.7,2.0,0.325,2.1,3.0,0.714,0.4,2.1,2.5,4.8,0.9,0.3,2.7,2.3,10.0,7.93,2,Marquis Teague,29,29,CHI,Kentucky,3.0,91.0,909.0,217.0,90.0,134.0,0.343,0.222,0.661,10.0,2.4,1.0,1.5,-0.9,-0.045,-6.5,-1.0,2012
SEC,121.0,67.0,17.9,2.7,4.9,0.562,2.7,4.9,0.562,0.0,0.0,,2.3,3.9,0.584,1.8,2.7,4.5,0.1,0.3,1.7,1.6,2.6,7.7,6.64,5,Festus Ezeli,30,30,GSW,Vanderbilt,3.0,170.0,2394.0,712.0,725.0,63.0,0.513,,0.557,14.1,4.2,4.3,0.4,5.9,0.119,-2.0,0.0,2012
SEC,134.0,133.0,29.3,5.0,10.3,0.483,4.1,7.9,0.52,0.9,2.4,0.358,3.4,4.9,0.693,2.1,3.5,5.6,1.9,1.1,0.4,2.3,2.3,14.2,6.64,5,Jeff Taylor,31,31,CHA,Vanderbilt,3.0,132.0,2566.0,807.0,263.0,107.0,0.409,0.319,0.665,19.4,6.1,2.0,0.8,1.3,0.024,-4.2,-1.5,2012
ACC,69.0,57.0,24.6,4.0,6.3,0.627,4.0,6.3,0.627,0.0,0.0,,1.8,3.4,0.528,2.6,4.4,7.0,0.3,0.8,2.4,1.8,1.8,9.7,7.04,3,Bernard James,33,33,CLE,Florida State,3.0,92.0,761.0,203.0,212.0,13.0,0.497,0.0,0.68,8.3,2.2,2.3,0.1,1.9,0.117,-1.8,0.0,2012
Big East,72.0,52.0,30.2,5.2,10.6,0.492,3.8,6.5,0.581,1.4,4.1,0.35,2.7,4.0,0.683,2.1,5.4,7.6,1.8,1.9,0.9,1.0,2.5,14.6,8.0,3,Jae Crowder,34,34,CLE,Marquette,10.0,735.0,18562.0,7056.0,3141.0,1182.0,0.417,0.346,0.777,25.3,9.6,4.3,1.6,40.2,0.104,0.3,10.9,2012
Big 10,145.0,66.0,25.0,3.7,8.0,0.467,3.1,6.3,0.496,0.6,1.7,0.361,2.3,3.4,0.687,2.0,5.6,7.6,2.9,1.2,0.8,1.9,2.7,10.5,9.76,5,Draymond Green,35,35,GSW,Michigan State,11.0,722.0,20672.0,6244.0,5007.0,3981.0,0.443,0.315,0.711,28.6,8.6,6.9,5.5,54.9,0.127,2.6,23.7,2012
Big West,124.0,122.0,31.3,6.0,13.0,0.457,4.2,8.4,0.493,1.8,4.6,0.391,4.1,5.7,0.72,1.8,3.8,5.6,2.6,0.9,0.5,2.6,2.2,17.8,-0.6,7,Orlando Johnson,36,36,SAC,UC Santa Barbara,3.0,103.0,1112.0,329.0,180.0,69.0,0.358,0.311,0.727,10.8,3.2,1.7,0.7,1.4,0.059,-2.4,-0.1,2012
Big 12,139.0,66.0,25.1,3.6,6.0,0.602,3.6,6.0,0.604,0.0,0.1,0.429,2.5,3.6,0.708,2.2,3.8,6.0,0.6,0.7,1.3,1.5,2.6,9.8,7.2,5,Quincy Acy,37,37,TOR,Baylor,7.0,337.0,5392.0,1642.0,1179.0,217.0,0.444,0.35,0.759,16.0,4.9,3.5,0.6,8.7,0.078,-2.0,-0.1,2012
Big 12,37.0,35.0,24.4,3.7,8.4,0.447,3.1,6.5,0.475,0.6,1.9,0.348,2.5,3.1,0.816,1.5,3.5,4.9,1.4,0.7,0.6,1.8,1.9,10.6,8.03,2,Quincy Miller,38,38,DEN,Baylor,3.0,69.0,934.0,295.0,169.0,37.0,0.35,0.292,0.706,13.5,4.3,2.4,0.5,-0.1,-0.003,-3.9,-0.5,2012
SEC,87.0,72.0,26.0,3.9,9.1,0.431,2.9,5.8,0.494,1.1,3.3,0.321,2.4,3.1,0.768,1.5,3.0,4.6,2.0,1.0,0.2,2.0,2.1,11.3,7.42,4,Khris Middleton,39,39,DET,Texas A&M,11.0,658.0,20863.0,11214.0,3184.0,2492.0,0.457,0.39,0.881,31.7,17.0,4.8,3.8,50.7,0.117,0.7,14.2,2012
AAC,70.0,59.0,32.9,5.7,12.0,0.471,4.6,8.4,0.546,1.1,3.6,0.299,2.7,3.7,0.733,1.7,4.8,6.5,2.9,1.5,0.6,2.3,2.2,15.2,4.2,3,Will Barton,40,40,POR,Memphis,11.0,659.0,16849.0,7516.0,2755.0,1795.0,0.431,0.355,0.787,25.6,11.4,4.2,2.7,26.2,0.075,-0.4,6.9,2012
Big 12,146.0,126.0,27.7,3.8,7.9,0.477,3.0,5.7,0.518,0.8,2.2,0.37,2.5,3.5,0.708,0.3,1.9,2.2,3.9,1.2,0.2,2.6,2.1,10.8,8.42,5,Tyshawn Taylor,41,41,POR,Kansas,2.0,61.0,491.0,174.0,33.0,57.0,0.354,0.36,0.684,8.0,2.9,0.5,0.9,-0.9,-0.088,-8.1,-0.8,2012
SEC,78.0,49.0,29.8,4.3,8.9,0.485,2.5,5.0,0.492,1.8,3.9,0.475,2.6,3.2,0.811,0.4,1.9,2.3,1.6,0.5,0.1,1.2,2.0,13.1,8.42,3,Doron Lamb,42,42,MIL,Kentucky,2.0,100.0,1272.0,345.0,95.0,75.0,0.381,0.394,0.7,12.7,3.5,1.0,0.8,0.1,0.005,-5.8,-1.2,2012
ACC,130.0,106.0,26.6,4.5,8.6,0.521,4.4,8.3,0.528,0.1,0.3,0.364,2.7,3.5,0.775,2.6,4.7,7.3,1.0,0.7,0.4,1.6,2.0,11.8,6.34,6,Mike Scott,43,43,ATL,Virginia,9.0,555.0,9182.0,3736.0,1727.0,499.0,0.453,0.362,0.757,16.5,6.7,3.1,0.9,16.8,0.088,-1.7,0.6,2012
SEC,141.0,106.0,24.2,3.7,8.7,0.42,2.0,4.4,0.444,1.7,4.3,0.394,2.1,2.9,0.727,0.7,2.4,3.0,1.4,1.1,0.2,1.7,1.8,11.1,6.32,5,Kim English,44,44,DET,Missouri,1.0,41.0,407.0,119.0,37.0,26.0,0.375,0.28,0.724,9.9,2.9,0.9,0.6,0.2,0.021,-4.2,-0.2,2012
SEC,96.0,81.0,21.8,3.0,5.6,0.535,3.0,5.5,0.542,0.0,0.1,0.25,1.8,2.5,0.741,2.4,2.8,5.2,0.5,0.4,1.0,1.1,2.0,7.9,6.52,7,Justin Hamilton,45,45,PHI,LSU,3.0,113.0,1961.0,687.0,403.0,91.0,0.464,0.309,0.798,17.4,6.1,3.6,0.8,3.7,0.091,-0.9,0.5,2012
SEC,152.0,82.0,24.9,2.9,6.5,0.448,1.8,3.5,0.509,1.2,3.0,0.379,1.2,1.5,0.815,1.0,2.2,3.2,1.8,0.8,0.7,1.4,2.3,8.2,7.12,5,Darius Miller,46,46,NOH,Kentucky,6.0,271.0,5358.0,1597.0,447.0,367.0,0.419,0.383,0.84,19.8,5.9,1.6,1.4,6.5,0.059,-2.3,-0.4,2012
Ohio Valley,128.0,109.0,29.0,5.5,12.5,0.443,4.0,8.4,0.476,1.5,4.0,0.372,3.3,4.4,0.734,0.8,3.3,4.2,1.9,0.8,0.2,3.0,2.1,15.8,-4.01,5,Kevin Murphy,47,47,UTA,Tennessee Technological University,1.0,17.0,52.0,15.0,4.0,2.0,0.25,0.2,,3.1,0.9,0.2,0.1,-0.3,-0.272,-16.8,-0.2,2012
