Conf,G_x,GS,MP_x,FG,FGA,FG%_x,2P,2PA,2P%,3P,3PA,3P%_x,FT,FTA,FT%_x,ORB,DRB,TRB_x,AST_x,STL,BLK,TOV,PF,PTS_x,SOS,Years Played,Player,Rk,Pk,Tm,College,Yrs,G_y,MP_y,PTS_y,TRB_y,AST_y,FG%_y,3P%_y,FT%_y,MP.1,PTS.1,TRB.1,AST.1,WS,WS/48,BPM,VORP,Year,Conf Tier
SEC,67.0,27.0,25.0,2.9,7.1,0.403,1.5,3.7,0.409,1.4,3.5,0.397,2.9,3.3,0.895,0.3,2.6,2.9,1.5,0.6,0.1,1.2,1.7,10.1,8.87,2,Immanuel Quickley,25,25,OKC,Kentucky,3.0,196.0,4545.0,2286.0,604.0,574.0,0.404,0.359,0.873,23.2,11.7,3.1,2.9,10.9,0.115,0.4,2.7,2020,SEC
Pac 12,144.0,140.0,33.7,4.6,10.4,0.437,2.6,5.2,0.495,2.0,5.3,0.379,2.3,2.9,0.8,0.7,3.2,3.8,4.6,1.5,0.0,2.0,2.2,13.5,7.11,4,Payton Pritchard,26,26,BOS,Oregon,3.0,175.0,2747.0,1133.0,350.0,299.0,0.429,0.397,0.885,15.7,6.5,2.0,1.7,5.8,0.102,-0.4,1.1,2020,Pac 12
Big 12,87.0,79.0,23.4,5.4,7.2,0.746,5.4,7.2,0.746,0.0,0.0,,1.5,3.6,0.416,2.6,5.3,7.9,0.7,0.5,2.0,2.0,2.8,12.3,12.13,4,Udoka Azubuike,27,27,UTA,Kansas,3.0,51.0,332.0,126.0,113.0,5.0,0.733,,0.593,6.5,2.5,2.2,0.1,1.1,0.157,-0.9,0.1,2020,Big 12
Pac 12,31.0,21.0,31.1,4.4,10.8,0.405,3.0,6.7,0.445,1.4,4.1,0.339,2.8,3.7,0.763,1.1,4.7,5.8,2.1,0.8,1.4,3.2,3.3,13.0,8.25,1,Jaden McDaniels,28,28,LAL,Washington,3.0,186.0,4952.0,1678.0,729.0,258.0,0.475,0.349,0.737,26.6,9.0,3.9,1.4,6.9,0.067,-2.5,-0.6,2020,Pac 12
MW,94.0,92.0,33.3,4.8,11.4,0.42,2.5,5.2,0.488,2.2,6.2,0.363,2.6,3.1,0.833,0.5,3.1,3.6,4.1,1.3,0.1,2.0,1.8,14.4,5.33,3,Malachi Flynn,29,29,TOR,San Diego State,3.0,129.0,1999.0,727.0,237.0,266.0,0.375,0.337,0.753,15.5,5.6,1.8,2.1,2.3,0.055,-2.5,-0.3,2020,Other
Big 12,141.0,114.0,30.3,4.7,9.4,0.495,2.9,5.4,0.542,1.8,4.1,0.433,1.5,1.9,0.804,1.0,3.7,4.7,2.4,0.9,0.4,1.6,2.2,12.7,10.08,4,Desmond Bane,30,30,BOS,TCU,3.0,175.0,4745.0,2682.0,690.0,451.0,0.464,0.435,0.888,27.1,15.3,3.9,2.6,13.2,0.134,1.8,4.5,2020,Big 12
Pac 12,31.0,31.0,32.6,4.7,10.7,0.441,2.7,5.8,0.47,2.0,4.9,0.408,3.2,3.5,0.891,0.4,4.1,4.5,3.2,1.4,0.1,2.6,2.1,14.6,6.38,1,Tyrell Terry,31,31,DAL,Stanford,2.0,13.0,59.0,13.0,6.0,6.0,0.353,0.0,0.333,4.5,1.0,0.5,0.5,0.0,-0.035,-4.8,0.0,2020,Pac 12
ACC,31.0,30.0,24.9,6.4,11.1,0.577,6.2,10.5,0.59,0.3,0.7,0.381,4.7,7.0,0.67,2.7,6.1,8.8,1.0,0.7,1.6,2.0,2.7,17.8,8.0,1,Vernon Carey Jr.,32,32,CHO,Duke,3.0,35.0,183.0,70.0,47.0,4.0,0.473,0.143,0.654,5.2,2.0,1.3,0.1,0.2,0.056,-6.4,-0.2,2020,ACC
Big 10,66.0,62.0,28.5,5.9,10.6,0.558,5.6,9.8,0.574,0.3,0.8,0.37,3.0,4.5,0.671,3.1,5.9,9.0,0.8,0.5,1.8,2.1,2.7,15.2,11.41,2,Daniel Oturu,33,33,MIN,Minnesota,2.0,33.0,188.0,63.0,53.0,10.0,0.431,0.167,0.706,5.7,1.9,1.6,0.3,0.3,0.086,-5.2,-0.2,2020,Big 10
Big 10,105.0,45.0,21.3,3.3,5.7,0.582,3.1,5.0,0.628,0.2,0.7,0.273,1.9,2.7,0.695,2.0,4.6,6.6,1.6,0.8,1.5,1.3,2.2,8.7,10.06,3,Xavier Tillman Sr.,35,35,SAC,Michigan State,3.0,146.0,2262.0,812.0,551.0,172.0,0.53,0.282,0.614,15.5,5.6,3.8,1.2,6.4,0.137,0.6,1.5,2020,Big 10
Pac 12,99.0,87.0,25.0,4.0,7.6,0.53,3.8,7.0,0.549,0.2,0.6,0.305,3.0,4.1,0.747,1.9,6.2,8.1,0.9,1.0,1.0,1.9,2.3,11.2,6.3,3,Tyler Bey,36,36,PHI,Colorado,1.0,18.0,71.0,18.0,19.0,3.0,0.318,0.25,0.6,3.9,1.0,1.1,0.2,0.0,-0.033,-9.5,-0.1,2020,Pac 12
SEC,96.0,78.0,30.7,4.6,9.7,0.471,3.7,7.0,0.527,0.9,2.8,0.328,3.9,5.4,0.718,0.6,2.7,3.3,3.7,1.3,0.2,2.7,2.1,13.9,8.11,3,Saben Lee,38,38,UTA,Vanderbilt,3.0,100.0,1618.0,568.0,212.0,326.0,0.439,0.299,0.739,16.2,5.7,2.1,3.3,3.0,0.089,-1.2,0.3,2020,SEC
ACC,91.0,73.0,30.7,4.5,11.0,0.411,2.4,4.9,0.497,2.1,6.1,0.342,2.8,3.7,0.763,0.5,3.5,4.0,2.1,1.0,0.7,1.8,1.9,13.9,6.22,4,Elijah Hughes,39,39,NOP,Syracuse,2.0,54.0,498.0,157.0,67.0,28.0,0.328,0.28,0.769,9.2,2.9,1.2,0.5,-0.4,-0.039,-6.4,-0.5,2020,ACC
SEC,65.0,32.0,24.9,3.2,6.6,0.485,2.6,4.9,0.527,0.6,1.8,0.368,1.2,2.0,0.617,1.8,3.5,5.3,1.0,0.8,0.8,1.2,1.5,8.3,8.02,2,Robert Woodard II,40,40,MEM,Mississippi State,2.0,25.0,87.0,27.0,27.0,5.0,0.278,0.2,0.5,3.5,1.1,1.1,0.2,-0.1,-0.077,-7.7,-0.1,2020,SEC
ACC,65.0,65.0,34.7,4.5,10.8,0.419,3.5,7.6,0.464,1.0,3.2,0.313,2.4,3.1,0.767,0.8,3.2,4.0,5.8,1.8,0.2,2.0,1.6,12.4,9.99,2,Tre Jones,41,41,SAS,Duke,3.0,157.0,2916.0,1162.0,356.0,594.0,0.458,0.257,0.847,18.6,7.4,2.3,3.8,5.0,0.083,-1.4,0.5,2020,ACC
SEC,105.0,70.0,18.2,2.7,4.3,0.627,2.7,4.3,0.627,0.0,0.0,,2.0,2.7,0.728,1.8,3.2,5.0,0.2,0.1,1.4,1.0,2.4,7.3,9.49,3,Nick Richards,42,42,NOP,Kentucky,3.0,109.0,1126.0,497.0,326.0,36.0,0.631,0.0,0.713,10.3,4.6,3.0,0.3,3.4,0.146,-2.1,0.0,2020,SEC
Big 12,27.0,27.0,31.2,5.5,12.4,0.442,3.3,7.2,0.454,2.2,5.2,0.426,1.9,2.9,0.641,0.7,3.3,4.0,2.2,1.3,0.7,2.0,2.2,15.0,8.41,1,Jahmi'us Ramsey,43,43,SAC,Texas Tech,2.0,32.0,228.0,100.0,23.0,13.0,0.406,0.27,0.632,7.1,3.1,0.7,0.4,-0.1,-0.023,-5.9,-0.2,2020,Big 12
ACC,93.0,59.0,26.3,4.7,10.6,0.445,2.8,5.7,0.489,1.9,4.9,0.394,2.6,3.3,0.785,1.2,4.9,6.0,1.0,0.8,0.2,1.8,1.9,13.9,9.22,3,Jordan Nwora,45,45,MIL,Louisville,3.0,130.0,2056.0,887.0,398.0,104.0,0.408,0.376,0.829,15.8,6.8,3.1,0.8,1.8,0.042,-3.2,-0.6,2020,ACC
Pac 12,64.0,60.0,32.2,5.7,13.8,0.413,3.7,8.4,0.443,2.0,5.4,0.367,3.2,4.2,0.749,1.4,6.1,7.5,2.4,1.4,0.7,2.6,2.8,16.6,3.57,2,CJ Elleby,46,46,POR,Washington State,2.0,88.0,1366.0,407.0,259.0,97.0,0.39,0.275,0.717,15.5,4.6,2.9,1.1,0.5,0.018,-5.2,-1.1,2020,Pac 12
Pac 12,32.0,32.0,32.3,4.5,11.5,0.392,2.8,6.4,0.444,1.7,5.1,0.327,3.3,4.2,0.797,0.3,2.3,2.5,5.3,1.2,0.0,2.6,1.7,14.0,8.4,1,Nico Mannion,48,48,GSW,Arizona,1.0,30.0,364.0,123.0,46.0,70.0,0.342,0.367,0.821,12.1,4.1,1.5,2.3,0.2,0.029,-3.9,-0.2,2020,Pac 12
SEC,60.0,59.0,32.7,4.7,12.0,0.39,1.2,2.8,0.429,3.5,9.1,0.378,2.4,2.9,0.827,0.6,2.8,3.4,1.7,1.5,0.2,1.5,1.9,15.2,8.02,2,Isaiah Joe,49,49,PHI,Arkansas,3.0,141.0,1678.0,710.0,187.0,101.0,0.404,0.393,0.84,11.9,5.0,1.3,0.7,3.5,0.099,-1.1,0.3,2020,SEC
SEC,130.0,121.0,30.5,4.0,9.0,0.445,2.7,5.1,0.52,1.3,3.9,0.345,3.1,3.7,0.845,0.5,3.1,3.6,2.9,1.6,0.2,1.8,1.7,12.4,8.27,4,Skylar Mays,50,50,ATL,LSU,2.0,61.0,489.0,204.0,60.0,47.0,0.469,0.338,0.882,8.0,3.3,1.0,0.8,1.1,0.104,0.1,0.3,2020,SEC
MW,129.0,120.0,31.2,4.2,9.7,0.432,1.7,3.6,0.474,2.5,6.2,0.408,1.3,1.6,0.831,0.6,3.6,4.1,2.0,1.2,0.5,1.3,2.1,12.3,2.81,4,Justinian Jessup,51,51,GSW,Boise State,,,,,,,,,,,,,,,,,,2020,Other
Big 10,139.0,108.0,28.8,4.7,10.1,0.461,2.8,5.8,0.484,1.9,4.3,0.43,3.0,3.5,0.845,0.2,2.5,2.7,6.4,0.9,0.1,2.7,2.0,14.2,10.17,4,Cassius Winston,53,53,OKC,Michigan State,2.0,29.0,137.0,55.0,10.0,19.0,0.409,0.435,0.9,4.7,1.9,0.3,0.7,0.1,0.051,-4.9,-0.1,2020,Big 10
ACC,29.0,29.0,27.4,4.4,9.3,0.474,3.3,6.3,0.527,1.1,3.0,0.36,2.7,3.6,0.733,1.9,3.0,4.9,1.0,0.7,0.7,1.9,2.2,12.6,8.0,1,Cassius Stanley,54,54,IND,Duke,2.0,33.0,248.0,88.0,39.0,5.0,0.36,0.233,0.895,7.5,2.7,1.2,0.2,0.0,-0.006,-7.9,-0.4,2020,ACC
CAA,132.0,123.0,32.3,6.7,12.8,0.519,5.3,8.9,0.593,1.4,4.0,0.356,4.0,5.0,0.796,0.5,2.8,3.3,2.8,1.3,0.3,2.2,1.9,18.7,-1.82,4,Grant Riller,56,56,CHO,College of Charleston,1.0,7.0,27.0,18.0,1.0,3.0,0.667,0.5,,3.9,2.6,0.1,0.4,0.1,0.177,5.1,0.0,2020,Other
SEC,65.0,49.0,27.3,4.6,9.2,0.501,4.1,7.6,0.544,0.5,1.7,0.309,3.6,4.8,0.748,2.9,5.7,8.6,1.4,0.7,0.9,2.2,3.0,13.4,8.02,2,Reggie Perry,57,57,LAC,Mississippi State,2.0,36.0,398.0,170.0,120.0,26.0,0.459,0.189,0.679,11.1,4.7,3.3,0.7,0.4,0.048,-5.5,-0.3,2020,SEC
Big East,93.0,58.0,23.2,4.3,8.1,0.535,3.9,6.9,0.568,0.4,1.1,0.33,1.6,2.1,0.739,2.4,5.2,7.5,1.0,1.2,1.5,1.6,2.4,10.6,7.15,3,Paul Reed,58,58,PHI,DePaul,3.0,104.0,854.0,327.0,280.0,42.0,0.558,0.111,0.595,8.2,3.1,2.7,0.4,3.2,0.177,-0.2,0.4,2020,Big East
MW,68.0,43.0,27.7,5.6,12.5,0.451,4.0,7.9,0.505,1.7,4.6,0.359,3.4,4.1,0.838,0.8,4.0,4.8,2.7,1.0,0.2,2.1,1.9,16.4,-0.11,4,Jalen Harris,59,59,TOR,Nevada,1.0,13.0,172.0,96.0,18.0,17.0,0.5,0.472,0.778,13.2,7.4,1.4,1.3,0.3,0.079,0.3,0.1,2020,Other
MW,131.0,118.0,33.3,5.5,11.6,0.47,3.0,5.8,0.52,2.4,5.8,0.42,3.4,3.8,0.891,0.3,3.3,3.6,3.6,1.0,0.2,1.6,2.4,16.8,2.51,4,Sam Merrill,60,60,NOP,Utah State University,2.0,36.0,291.0,114.0,37.0,25.0,0.417,0.4,0.75,8.1,3.2,1.0,0.7,0.5,0.088,-1.9,0.0,2020,Other
Big 12,27.0,26.0,35.4,6.5,14.8,0.438,4.2,9.1,0.461,2.3,5.7,0.4,4.9,5.8,0.846,0.7,5.5,6.2,3.5,1.6,0.8,4.0,2.5,20.1,9.78,1,Cade Cunningham,1,1,DET,Oklahoma State,2.0,76.0,2488.0,1353.0,428.0,428.0,0.416,0.309,0.844,32.7,17.8,5.6,5.6,-0.6,-0.012,-1.5,0.3,2021,Big 12
Pac 12,33.0,33.0,33.9,6.0,10.3,0.578,5.6,9.1,0.615,0.4,1.2,0.3,4.1,5.8,0.694,2.7,5.9,8.7,2.4,0.8,2.9,2.2,1.8,16.4,10.65,1,Evan Mobley,3,3,CLE,USC,2.0,123.0,4169.0,1863.0,1051.0,322.0,0.527,0.226,0.676,33.9,15.1,8.5,2.6,10.6,0.122,0.9,3.0,2021,Pac 12
ACC,24.0,7.0,24.8,4.1,8.1,0.503,3.6,6.5,0.561,0.5,1.7,0.275,1.7,2.8,0.621,1.5,2.5,4.0,4.1,1.5,0.5,2.5,2.2,10.3,9.16,1,Scottie Barnes,4,4,TOR,Florida State,2.0,126.0,4437.0,1949.0,931.0,507.0,0.478,0.3,0.753,35.2,15.5,7.4,4.0,10.2,0.11,0.8,3.2,2021,ACC
WCC,30.0,30.0,28.9,5.2,10.3,0.503,4.0,6.8,0.588,1.2,3.5,0.337,2.9,3.8,0.754,0.6,4.7,5.3,4.5,1.9,0.3,2.9,2.6,14.4,5.92,1,Jalen Suggs,5,5,ORL,Gonzaga,2.0,77.0,1962.0,830.0,251.0,317.0,0.377,0.243,0.748,25.5,10.8,3.3,4.1,-1.0,-0.024,-4.2,-1.1,2021,Other
Big 10,55.0,55.0,31.2,4.3,9.3,0.465,2.9,5.0,0.583,1.4,4.3,0.325,2.0,2.4,0.835,0.8,5.3,6.1,2.0,1.3,0.8,1.4,2.4,12.0,11.21,2,Franz Wagner,8,8,ORL,Michigan,2.0,132.0,4186.0,2228.0,573.0,413.0,0.476,0.361,0.848,31.7,16.9,4.3,3.1,7.6,0.087,-0.5,1.6,2021,Big 10
Big 12,94.0,60.0,27.1,3.3,7.1,0.459,2.1,4.0,0.525,1.2,3.2,0.376,1.2,1.9,0.657,0.4,1.8,2.1,3.6,1.3,0.2,1.9,2.4,9.0,7.94,4,Davion Mitchell,9,9,SAC,Baylor,2.0,127.0,3029.0,1160.0,240.0,424.0,0.426,0.32,0.679,23.9,9.1,1.9,3.3,1.0,0.016,-3.5,-1.2,2021,Big 12
Pac 12,20.0,14.0,27.9,3.8,10.2,0.374,2.7,6.2,0.427,1.2,4.0,0.291,2.0,2.5,0.796,0.5,4.1,4.6,2.2,0.9,0.6,2.9,2.4,10.7,10.01,1,Ziaire Williams,10,10,NOP,Stanford,2.0,89.0,1830.0,668.0,198.0,89.0,0.443,0.297,0.778,20.6,7.5,2.2,1.0,2.4,0.062,-3.8,-0.8,2021,Pac 12
Big East,43.0,30.0,27.9,5.3,11.5,0.456,4.2,8.1,0.513,1.1,3.4,0.32,3.4,4.2,0.802,1.6,3.1,4.7,1.5,0.9,0.2,2.1,2.4,15.0,6.97,2,James Bouknight,11,11,CHO,UConn,2.0,57.0,658.0,253.0,103.0,54.0,0.338,0.292,0.792,11.5,4.4,1.8,0.9,-0.4,-0.026,-6.8,-0.8,2021,Big East
SEC,30.0,19.0,22.5,2.8,6.5,0.431,1.4,2.7,0.5,1.4,3.8,0.381,1.1,1.5,0.75,1.0,2.3,3.4,0.8,0.6,0.3,1.4,1.7,8.1,10.01,1,Joshua Primo,12,12,SAS,Alabama,2.0,54.0,1058.0,316.0,126.0,99.0,0.372,0.302,0.75,19.6,5.9,2.3,1.8,-0.1,-0.006,-5.1,-0.8,2021,SEC
Pac 12,54.0,54.0,32.0,5.3,11.2,0.473,3.3,5.9,0.555,2.0,5.3,0.38,2.3,2.9,0.803,1.1,4.0,5.1,2.1,1.8,0.7,1.9,1.5,14.9,9.37,2,Chris Duarte,13,13,IND,Oregon,2.0,87.0,2147.0,970.0,303.0,163.0,0.411,0.345,0.819,24.7,11.1,3.5,1.9,1.0,0.022,-2.8,-0.5,2021,Pac 12
SEC,32.0,32.0,33.8,5.2,12.1,0.427,3.3,7.0,0.478,1.8,5.1,0.358,4.7,5.8,0.812,2.0,3.8,5.8,1.6,1.0,0.7,1.6,2.3,16.8,7.18,1,Moses Moody,14,14,GSW,Arkansas,2.0,93.0,1210.0,434.0,149.0,61.0,0.441,0.358,0.74,13.0,4.7,1.6,0.7,2.0,0.078,-2.9,-0.3,2021,SEC
WCC,137.0,108.0,27.4,4.1,8.4,0.483,2.1,3.6,0.585,2.0,4.8,0.408,1.5,1.8,0.824,1.0,3.1,4.0,1.4,0.7,0.4,1.0,1.6,11.6,4.16,4,Corey Kispert,15,15,WAS,Gonzaga,2.0,122.0,3040.0,1067.0,332.0,145.0,0.463,0.376,0.866,24.9,8.7,2.7,1.2,4.5,0.071,-2.1,-0.1,2021,Other
ACC,86.0,45.0,26.4,3.6,7.9,0.455,1.4,2.4,0.58,2.2,5.5,0.401,1.6,1.9,0.819,0.8,3.0,3.8,1.0,0.7,0.5,1.0,1.9,11.0,1.59,3,Trey Murphy III,17,17,MEM,Virginia,2.0,114.0,2390.0,1011.0,339.0,106.0,0.455,0.394,0.91,21.0,8.9,3.0,0.9,6.4,0.129,0.5,1.5,2021,ACC
SEC,53.0,28.0,24.4,3.6,8.5,0.422,2.3,4.9,0.477,1.3,3.6,0.349,1.8,2.2,0.788,0.5,3.1,3.6,1.9,0.9,0.1,1.9,2.1,10.2,9.46,2,Tre Mann,18,18,OKC,Florida,2.0,108.0,2270.0,1020.0,285.0,167.0,0.394,0.337,0.761,21.0,9.4,2.6,1.5,0.3,0.005,-4.3,-1.4,2021,SEC
Big 12,53.0,14.0,19.7,2.3,4.1,0.553,1.9,3.0,0.627,0.4,1.1,0.345,1.2,1.8,0.677,1.5,2.5,4.0,0.5,0.7,1.0,1.1,2.3,6.2,9.48,2,Kai Jones,19,19,NYK,Texas,2.0,48.0,300.0,95.0,63.0,9.0,0.548,0.308,0.55,6.3,2.0,1.3,0.2,0.3,0.054,-5.0,-0.2,2021,Big 12
ACC,13.0,8.0,21.4,4.4,8.4,0.523,3.8,7.0,0.538,0.6,1.4,0.444,1.8,2.9,0.632,1.5,4.5,6.1,2.2,1.2,1.2,2.5,2.2,11.2,8.33,1,Jalen Johnson,20,20,ATL,Duke,2.0,72.0,851.0,313.0,217.0,49.0,0.486,0.281,0.677,11.8,4.3,3.0,0.7,1.6,0.089,-0.8,0.3,2021,ACC
SEC,27.0,17.0,25.5,4.1,9.1,0.449,3.6,7.4,0.492,0.5,1.8,0.271,2.6,3.7,0.703,1.1,2.4,3.5,2.5,1.1,0.4,2.6,2.4,11.3,8.46,1,Keon Johnson,21,21,NYK,Tennessee,2.0,62.0,960.0,377.0,115.0,100.0,0.357,0.344,0.735,15.5,6.1,1.9,1.6,-0.9,-0.045,-6.1,-1.0,2021,SEC
SEC,25.0,18.0,20.8,3.0,5.5,0.54,3.0,5.4,0.548,0.0,0.1,0.0,2.5,3.6,0.7,2.1,4.5,6.6,0.7,0.8,2.6,1.5,3.0,8.4,11.49,1,Isaiah Jackson,22,22,LAL,Kentucky,2.0,77.0,1168.0,572.0,309.0,46.0,0.56,0.231,0.678,15.2,7.4,4.0,0.6,2.9,0.121,-0.9,0.3,2021,SEC
Pac 12,15.0,15.0,29.7,5.1,11.7,0.432,3.9,7.8,0.496,1.2,3.9,0.305,2.9,3.7,0.8,0.7,4.1,4.7,1.4,1.5,0.5,1.7,3.2,14.3,10.24,1,Josh Christopher,24,24,HOU,Arizona State,2.0,110.0,1680.0,749.0,225.0,180.0,0.451,0.282,0.733,15.3,6.8,2.0,1.6,0.2,0.004,-3.8,-0.8,2021,Pac 12
AAC,96.0,87.0,29.3,4.2,10.3,0.411,2.2,4.7,0.464,2.0,5.6,0.366,2.0,2.9,0.701,0.9,3.0,3.9,2.2,0.9,0.2,2.0,2.3,12.5,8.15,3,Quentin Grimes,25,25,LAC,Houston,2.0,90.0,2129.0,740.0,248.0,134.0,0.433,0.367,0.786,23.7,8.2,2.8,1.5,4.0,0.09,-0.5,0.8,2021,Other
A10,55.0,33.0,25.5,4.6,10.4,0.441,2.2,4.4,0.5,2.4,6.0,0.399,2.0,2.4,0.827,0.3,3.0,3.3,1.9,1.3,0.3,2.0,2.3,13.6,4.42,2,Bones Hyland,26,26,DEN,VCU,2.0,111.0,2130.0,1206.0,274.0,316.0,0.401,0.371,0.86,19.2,10.9,2.5,2.8,3.3,0.075,-0.5,0.8,2021,Other
SEC,29.0,29.0,34.0,7.0,17.2,0.406,4.7,10.0,0.464,2.3,7.2,0.325,6.7,7.6,0.882,0.6,2.8,3.4,1.4,0.9,0.2,1.7,1.4,23.0,9.14,1,Cam Thomas,27,27,BRK,LSU,2.0,103.0,1723.0,911.0,215.0,129.0,0.446,0.317,0.819,16.7,8.8,2.1,1.3,1.7,0.046,-2.9,-0.4,2021,SEC
SEC,25.0,15.0,25.9,4.2,9.1,0.467,3.4,7.2,0.475,0.8,1.8,0.435,3.2,4.0,0.81,1.0,2.5,3.5,2.9,1.2,0.4,2.4,2.0,12.5,8.46,1,Jaden Springer,28,28,PHI,Tennessee,2.0,9.0,32.0,19.0,9.0,1.0,0.615,,0.75,3.6,2.1,1.0,0.1,0.2,0.231,4.5,0.1,2021,SEC
ACC,29.0,4.0,19.2,3.9,7.4,0.519,3.9,7.4,0.523,0.0,0.1,0.0,1.8,3.5,0.505,3.3,4.2,7.6,1.4,0.8,0.9,2.0,2.0,9.5,9.52,1,Day'Ron Sharpe,29,29,PHO,UNC,2.0,60.0,662.0,299.0,258.0,37.0,0.555,0.5,0.609,11.0,5.0,4.3,0.6,1.8,0.133,-3.5,-0.3,2021,ACC
Patriot,27.0,26.0,33.3,7.3,14.7,0.495,5.6,9.2,0.606,1.7,5.4,0.306,2.8,4.4,0.639,1.7,7.5,9.2,2.2,1.0,1.7,2.9,2.0,19.0,-5.35,2,Santi Aldama,30,30,UTA,Loyola (MD),2.0,82.0,1468.0,605.0,322.0,83.0,0.46,0.319,0.703,17.9,7.4,3.9,1.0,3.7,0.121,-0.3,0.6,2021,Other
Big East,56.0,56.0,33.5,4.8,10.0,0.478,4.0,7.4,0.54,0.8,2.6,0.301,2.5,3.2,0.768,2.5,6.4,9.0,2.1,1.1,0.6,1.9,2.3,12.8,9.61,2,Jeremiah Robinson-Earl,32,32,NYK,Villanova,2.0,75.0,1635.0,587.0,403.0,74.0,0.44,0.361,0.756,21.8,7.8,5.4,1.0,3.0,0.089,-1.4,0.3,2021,Big East
MAC,82.0,73.0,34.1,4.9,9.8,0.498,3.9,7.1,0.551,1.0,2.7,0.357,1.8,2.6,0.703,0.8,4.8,5.6,5.9,1.2,0.1,2.6,1.2,12.6,0.92,3,Jason Preston,33,33,ORL,Ohio University,1.0,12.0,118.0,39.0,22.0,27.0,0.425,0.278,0.0,9.8,3.3,1.8,2.3,0.1,0.034,-2.2,0.0,2021,Other
SEC,129.0,101.0,23.8,2.6,6.0,0.441,2.4,5.1,0.469,0.3,0.9,0.288,1.8,3.0,0.604,1.6,3.3,4.9,2.2,1.3,0.8,2.1,2.9,7.3,9.44,4,Herbert Jones,35,35,NOP,Alabama,2.0,117.0,3451.0,1120.0,441.0,249.0,0.461,0.316,0.804,29.5,9.6,3.8,2.1,6.6,0.091,-0.7,1.1,2021,SEC
Big 12,60.0,30.0,28.0,4.3,10.3,0.419,3.2,7.1,0.442,1.2,3.2,0.368,2.8,3.6,0.785,0.8,2.3,3.1,3.3,1.5,0.4,1.6,1.7,12.6,10.34,2,Miles McBride,36,36,OKC,West Virginia,2.0,83.0,941.0,250.0,81.0,94.0,0.326,0.276,0.69,11.3,3.0,1.0,1.1,0.7,0.034,-3.5,-0.4,2021,Big 12
SEC,27.0,27.0,23.0,3.1,7.1,0.44,2.3,4.3,0.53,0.8,2.7,0.297,2.3,3.1,0.741,1.6,3.4,5.0,0.9,0.8,1.4,1.6,2.0,9.4,9.28,1,JT Thor,37,37,DET,Auburn,2.0,75.0,720.0,181.0,116.0,37.0,0.394,0.247,0.638,9.6,2.4,1.5,0.5,0.3,0.018,-4.7,-0.5,2021,SEC
Big 10,90.0,90.0,33.2,6.3,13.4,0.47,5.1,9.9,0.516,1.2,3.6,0.345,2.8,3.8,0.75,0.8,4.0,4.8,3.9,1.1,0.2,2.7,1.9,16.7,10.9,3,Ayo Dosunmu,38,38,CHI,Illinois,2.0,128.0,3525.0,1172.0,370.0,393.0,0.52,0.358,0.729,27.5,9.2,2.9,3.1,5.3,0.072,-2.1,0.0,2021,Big 10
MW,86.0,84.0,28.0,5.1,8.7,0.594,5.1,8.6,0.596,0.0,0.1,0.375,2.9,4.4,0.646,2.5,6.5,9.0,2.0,0.7,2.5,2.5,2.7,13.2,2.08,3,Neemias Queta,39,39,SAC,Utah State University,2.0,19.0,145.0,57.0,40.0,7.0,0.5,,0.579,7.6,3.0,2.1,0.4,0.2,0.071,-4.8,-0.1,2021,Other
Big 12,94.0,81.0,29.1,4.9,11.4,0.431,2.6,5.4,0.483,2.3,5.9,0.384,2.1,2.6,0.782,0.5,2.7,3.2,3.5,1.5,0.2,2.4,2.4,14.1,8.6,3,Jared Butler,40,40,NOP,Baylor,1.0,42.0,360.0,161.0,45.0,63.0,0.404,0.318,0.688,8.6,3.8,1.1,1.5,0.4,0.057,-1.6,0.0,2021,Big 12
Big 10,97.0,97.0,29.7,4.4,9.5,0.467,2.5,4.9,0.519,1.9,4.6,0.412,2.5,3.2,0.771,1.3,4.5,5.8,1.5,0.9,0.4,1.4,1.6,13.2,10.3,3,Joe Wieskamp,41,41,SAS,Iowa,2.0,31.0,222.0,70.0,14.0,10.0,0.377,0.362,0.538,7.2,2.3,0.5,0.3,0.2,0.042,-3.5,-0.1,2021,Big 10
Big 10,119.0,69.0,23.4,2.9,6.3,0.465,1.5,2.9,0.526,1.4,3.3,0.412,1.1,1.3,0.856,0.9,2.9,3.8,0.9,0.5,0.5,0.8,1.6,8.3,10.59,4,Isaiah Livers,42,42,DET,Michigan,2.0,52.0,1057.0,304.0,131.0,41.0,0.421,0.383,0.805,20.3,5.8,2.5,0.8,1.1,0.048,-2.3,-0.1,2021,Big 10
Big 12,26.0,24.0,20.6,3.1,7.4,0.42,2.0,3.9,0.5,1.2,3.5,0.33,2.0,2.8,0.708,1.2,5.0,6.2,0.4,0.6,1.0,2.3,3.0,9.3,9.36,1,Greg Brown III,43,43,NOP,Texas,2.0,64.0,733.0,253.0,154.0,38.0,0.422,0.294,0.636,11.5,4.0,2.4,0.6,0.3,0.018,-5.1,-0.6,2021,Big 12
WCC,92.0,84.0,31.6,4.6,9.8,0.469,3.0,5.7,0.522,1.6,4.1,0.395,2.4,3.0,0.789,1.7,4.8,6.5,1.2,1.0,1.3,1.5,2.4,13.3,3.08,3,Kessler Edwards,44,44,BRK,Pepperdine,2.0,62.0,1066.0,299.0,186.0,33.0,0.399,0.338,0.81,17.2,4.8,3.0,0.5,0.5,0.021,-4.3,-0.6,2021,Other
